experiment,method,name,residual_variance_ratio,scene_probe,score_artifact,scorer,seed,selected_epoch,source_threshold,strict_zero_shot_auprc,strict_zero_shot_false_alarm_events_per_hour,strict_zero_shot_macro_scene_auroc,strict_zero_shot_macro_video_auroc,strict_zero_shot_micro_auroc,strict_zero_shot_threshold_false_positive_rate,strict_zero_shot_threshold_recall,strict_zero_shot_tpr_at_0_1pct_fpr,strict_zero_shot_tpr_at_1pct_fpr,strict_zero_shot_worst_scene_auroc,target_calibrated_threshold,target_normal_calibration_auprc,target_normal_calibration_false_alarm_events_per_hour,target_normal_calibration_macro_scene_auroc,target_normal_calibration_macro_video_auroc,target_normal_calibration_micro_auroc,target_normal_calibration_threshold_false_positive_rate,target_normal_calibration_threshold_recall,target_normal_calibration_tpr_at_0_1pct_fpr,target_normal_calibration_tpr_at_1pct_fpr,target_normal_calibration_worst_scene_auroc
avenue_to_ped2_raw,raw,raw_prototype,1.0,,runs/avenue_to_ped2_raw/seed_29/raw_prototype/scores.npz,prototype,29,,473.4616660011311,0.8614457937253117,143.28358250382377,0.5727116075738883,0.664706032740759,0.5727116075738883,1.0,1.0,0.018810679611650484,0.05157766990291262,0.5727116075738883,3276.515064385292,0.8614457937253117,0.0,0.5727116075738883,0.664706032740759,0.5727116075738883,0.0,0.017597087378640776,0.018810679611650484,0.05157766990291262,0.5727116075738883
avenue_to_ped2_raw,scene_mean,scene_mean_prototype,0.09934490919113159,,runs/avenue_to_ped2_raw/seed_29/scene_mean_prototype/scores.npz,prototype,29,,473.46166610451485,0.8614457937253117,143.28358250382377,0.5727116075738883,0.664706032740759,0.5727116075738883,1.0,1.0,0.018810679611650484,0.05157766990291262,0.5727116075738883,3276.5150856614296,0.8614457937253117,0.0,0.5727116075738883,0.664706032740759,0.5727116075738883,0.0,0.017597087378640776,0.018810679611650484,0.05157766990291262,0.5727116075738883
avenue_to_ped2_raw,raw,raw_prototype,1.0,,runs/avenue_to_ped2_raw/seed_43/raw_prototype/scores.npz,prototype,43,,481.89296468072916,0.8295210799838352,143.28358250382377,0.5190855817196803,0.5836251610863152,0.5190855817196803,1.0,1.0,0.00424757281553398,0.02063106796116505,0.5190855817196803,3225.0902721913235,0.8295210799838352,17.91044781297797,0.5190855817196803,0.5836251610863152,0.5190855817196803,0.0027624309392265192,0.00424757281553398,0.00424757281553398,0.02063106796116505,0.5190855817196803
avenue_to_ped2_raw,scene_mean,scene_mean_prototype,0.09934490919113159,,runs/avenue_to_ped2_raw/seed_43/scene_mean_prototype/scores.npz,prototype,43,,481.8929652716538,0.8295210799838352,143.28358250382377,0.5190855817196803,0.5836251610863152,0.5190855817196803,1.0,1.0,0.00424757281553398,0.02063106796116505,0.5190855817196803,3225.09025839357,0.8295210799838352,17.91044781297797,0.5190855817196803,0.5836251610863152,0.5190855817196803,0.0027624309392265192,0.00424757281553398,0.00424757281553398,0.02063106796116505,0.5190855817196803
ped2_avenue_joint_seen_mechanism,raw,raw_knn,1.0,1.0,runs/ped2_avenue_joint_seen_mechanism/seed_13/raw_knn/scores.npz,knn,13,,236.53126231922107,0.5025329900708541,720.9199464625964,0.7446704992635604,0.7573178007114182,0.6723456325770513,0.22239853014865543,0.4955223880597015,0.03208955223880597,0.08768656716417911,0.6135615504769145,493.79480196328666,0.5025329900708541,526.3157891352698,0.7446704992635604,0.7573178007114182,0.6723456325770513,0.09629196592617338,0.20111940298507464,0.03208955223880597,0.08768656716417911,0.6135615504769145
ped2_avenue_joint_seen_mechanism,raw,raw_gaussian,1.0,1.0,runs/ped2_avenue_joint_seen_mechanism/seed_13/raw_gaussian/scores.npz,gaussian,13,,591.619886611812,0.5535600500615707,614.7722242840546,0.7531864278124283,0.7502816596422803,0.6884609284045781,0.16861533322198097,0.4281716417910448,0.05242537313432836,0.10820895522388059,0.6101517538708471,1026.6341464637235,0.5535600500615707,645.7319765861293,0.7531864278124283,0.7502816596422803,0.6884609284045781,0.08827459495573743,0.2994402985074627,0.05242537313432836,0.10820895522388059,0.6101517538708471
ped2_avenue_joint_seen_mechanism,raw,raw_prototype,1.0,1.0,runs/ped2_avenue_joint_seen_mechanism/seed_13/raw_prototype/scores.npz,prototype,13,,253.82838704793767,0.5016890097666148,796.1079163390635,0.7480678558021259,0.7507283902541909,0.6654797926602165,0.21914147319191582,0.4873134328358209,0.03675373134328358,0.08787313432835821,0.6138642156003896,519.184075820071,0.5016890097666148,513.0473238629521,0.7480678558021259,0.7507283902541909,0.6654797926602165,0.09746116585936195,0.21380597014925373,0.03675373134328358,0.08787313432835821,0.6138642156003896
ped2_avenue_joint_seen_mechanism,scene_mean,scene_mean_prototype,0.09749900549650192,0.2827529021558872,runs/ped2_avenue_joint_seen_mechanism/seed_13/scene_mean_prototype/scores.npz,prototype,13,,251.1611579123566,0.5000745774554254,800.5307380965028,0.7485153931361888,0.7539232322106941,0.6649506299719044,0.22164690162017706,0.4899253731343284,0.036940298507462686,0.0873134328358209,0.6133680174047061,519.1840738494195,0.5000745774554254,490.93321507575587,0.7485153931361888,0.7539232322106941,0.6649506299719044,0.09863036579255052,0.21119402985074626,0.036940298507462686,0.0873134328358209,0.6133680174047061
ped2_avenue_joint_seen_mechanism,adversarial_residual,adversarial_residual,1.0789566040039062,1.0,runs/ped2_avenue_joint_seen_mechanism/seed_13/adversarial_residual/scores.npz,prototype,13,0,254.78890772407658,0.5013702739359548,796.1079163390635,0.7485752298096287,0.750683523423409,0.6659457275589649,0.21864038750626358,0.4873134328358209,0.036380597014925374,0.0880597014925373,0.6144900777064749,518.441937908522,0.5013702739359548,521.8929673778306,0.7485752298096287,0.750683523423409,0.6659457275589649,0.0979622515450142,0.21380597014925373,0.036380597014925374,0.0880597014925373,0.6144900777064749
ped2_avenue_joint_seen_mechanism,full_srn,full_srn,1.0228155851364136,1.0,runs/ped2_avenue_joint_seen_mechanism/seed_13/full_srn/scores.npz,prototype,13,0,262.29360795832963,0.4994640162465182,782.8394510667458,0.7469079992867198,0.7484838795772325,0.6646351921700999,0.22147987305829298,0.4880597014925373,0.03787313432835821,0.08787313432835821,0.6133766245456543,551.2423198657361,0.4994640162465182,495.3560368331951,0.7469079992867198,0.7484838795772325,0.6646351921700999,0.09470519458827459,0.20746268656716418,0.03787313432835821,0.08787313432835821,0.6133766245456543
ped2_avenue_joint_seen_mechanism,srn_without_elos,srn_without_elos,0.9740024209022522,1.0,runs/ped2_avenue_joint_seen_mechanism/seed_13/srn_without_elos/scores.npz,prototype,13,0,262.5680818762153,0.498982381155254,831.4904903985774,0.7488191864883447,0.7508507641087631,0.6659107949063767,0.21663604476365458,0.4791044776119403,0.037686567164179105,0.08619402985074627,0.6141868093871382,530.0507042202989,0.498982381155254,459.97346277368115,0.7488191864883447,0.7508507641087631,0.6659107949063767,0.1012193085017538,0.21287313432835822,0.037686567164179105,0.08619402985074627,0.6141868093871382
ped2_avenue_joint_seen_mechanism,elos_without_srn,elos_without_srn,1.0,1.0,runs/ped2_avenue_joint_seen_mechanism/seed_13/elos_without_srn/scores.npz,prototype,13,,253.82838704793767,0.5016890097666148,796.1079163390635,0.7480678558021259,0.7507283902541909,0.6654797926602165,0.21914147319191582,0.4873134328358209,0.03675373134328358,0.08787313432835821,0.6138642156003896,519.184075820071,0.5016890097666148,513.0473238629521,0.7480678558021259,0.7507283902541909,0.6654797926602165,0.09746116585936195,0.21380597014925373,0.03675373134328358,0.08787313432835821,0.6138642156003896
ped2_avenue_joint_seen_mechanism,srn_residual_only,srn_residual_only,1.0515378713607788,1.0,runs/ped2_avenue_joint_seen_mechanism/seed_13/srn_residual_only/scores.npz,prototype,13,0,263.0828946372594,0.5057829940552961,760.7253422795496,0.7487114278550862,0.7526295107658141,0.667400745770064,0.21855687322532152,0.49011194029850746,0.03451492537313433,0.08675373134328358,0.6156123236069702,535.7931340140894,0.5057829940552961,557.2755414373445,0.7487114278550862,0.7526295107658141,0.667400745770064,0.08276265241356272,0.21044776119402986,0.03451492537313433,0.08675373134328358,0.6156123236069702
ped2_avenue_joint_seen_mechanism,raw,raw_prototype,1.0,1.0,runs/ped2_avenue_joint_seen_mechanism/seed_29/raw_prototype/scores.npz,prototype,29,,250.9634574410693,0.49998570417743815,840.3361339134559,0.7465952241136354,0.7512917369494074,0.6645526906556245,0.22323367295807583,0.4944029850746269,0.03619402985074627,0.0871268656716418,0.6130276525398815,519.184075820071,0.49998570417743815,517.4701456203913,0.7465952241136354,0.7512917369494074,0.6645526906556245,0.09704359445465174,0.21026119402985075,0.03619402985074627,0.0871268656716418,0.6130276525398815
ped2_avenue_joint_seen_mechanism,scene_mean,scene_mean_prototype,0.09749900549650192,0.2827529021558872,runs/ped2_avenue_joint_seen_mechanism/seed_29/scene_mean_prototype/scores.npz,prototype,29,,250.7703436966358,0.49737303206805633,804.953559853942,0.748001307387232,0.757192260208977,0.6664120675642997,0.22139635877735092,0.4906716417910448,0.03619402985074627,0.08190298507462687,0.6157006918006936,519.1840738494195,0.49737303206805633,495.3560368331951,0.748001307387232,0.757192260208977,0.6664120675642997,0.10230499415400034,0.20914179104477612,0.03619402985074627,0.08190298507462687,0.6157006918006936
ped2_avenue_joint_seen_mechanism,adversarial_residual,adversarial_residual,1.0433928966522217,1.0,runs/ped2_avenue_joint_seen_mechanism/seed_29/adversarial_residual/scores.npz,prototype,29,0,250.79295058486287,0.500149474214207,844.7589556708951,0.7470096421417796,0.7493786967324156,0.6653256651850153,0.2221479873058293,0.49402985074626865,0.03470149253731343,0.0871268656716418,0.6136905415919323,517.1855216438889,0.500149474214207,504.2016803480736,0.7470096421417796,0.7493786967324156,0.6653256651850153,0.09821279438784032,0.21100746268656717,0.03470149253731343,0.0871268656716418,0.6136905415919323
